TIME(HH),TIME(MM),TIME(SS),TIME(ms),X,Y,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11
0,0,36,31,0.6,3.6,-46,-55,-54,-52,-54,-57,-51,-49,-55,-46,-54,-47
0,0,42,177,0.6,3.6,-46,-58,-54,-55,-54,-57,-51,-49,-54,-48,-56,-48
0,0,48,344,0.6,3.6,-49,-58,-52,-55,-52,-53,-52,-49,-52,-47,-52,-49
0,0,51,398,0.6,3.6,-48,-59,-52,-55,-51,-53,-52,-50,-52,-50,-50,-46
0,0,57,488,0.6,3.6,-48,-55,-52,-55,-51,-54,-52,-49,-52,-47,-50,-46
0,0,0,556,0.6,3.6,-48,-55,-52,-55,-51,-54,-52,-49,-52,-47,-50,-46
0,0,3,629,0.6,3.6,-49,-53,-53,-55,-51,-56,-52,-49,-52,-49,-52,-47
0,0,9,772,0.6,3.6,-47,-55,-53,-54,-52,-55,-51,-48,-52,-48,-52,-49
0,0,15,906,0.6,3.6,-48,-55,-53,-54,-51,-56,-51,-48,-52,-48,-52,-45
0,0,22,25,0.6,3.6,-46,-54,-53,-54,-48,-56,-52,-49,-52,-46,-50,-52
0,0,25,120,0.6,3.6,-46,-54,-53,-54,-48,-56,-52,-49,-52,-46,-50,-52
0,0,28,190,0.6,3.6,-48,-54,-53,-54,-51,-57,-52,-49,-54,-46,-50,-48
0,0,31,253,0.6,3.6,-48,-54,-53,-54,-51,-57,-52,-49,-54,-46,-50,-48
0,0,11,331,0.6,3.6,-45,-57,-58,-53,-57,-55,-54,-52,-60,-49,-56,-46
0,0,17,456,0.6,3.6,-45,-52,-58,-53,-57,-54,-54,-52,-60,-54,-56,-46
0,0,20,518,0.6,3.6,-50,-54,-54,-51,-48,-54,-54,-52,-54,-52,-54,-47
0,0,26,689,0.6,3.6,-49,-54,-54,-51,-50,-54,-51,-51,-52,-50,-54,-48
0,0,32,968,0.6,3.6,-46,-52,-54,-51,-50,-54,-51,-51,-52,-48,-54,-48
0,0,36,31,0.6,3.6,-46,-55,-54,-52,-54,-57,-51,-49,-55,-46,-54,-47
0,0,42,177,0.6,3.6,-46,-58,-54,-55,-54,-57,-51,-49,-54,-48,-56,-48
0,0,48,344,0.6,3.6,-49,-58,-52,-55,-52,-53,-52,-49,-52,-47,-52,-49
0,0,51,398,0.6,3.6,-48,-59,-52,-55,-51,-53,-52,-50,-52,-50,-50,-46
0,0,57,488,0.6,3.6,-48,-55,-52,-55,-51,-54,-52,-49,-52,-47,-50,-46
0,0,0,556,0.6,3.6,-48,-55,-52,-55,-51,-54,-52,-49,-52,-47,-50,-46
0,0,3,629,0.6,3.6,-49,-53,-53,-55,-51,-56,-52,-49,-52,-49,-52,-47
0,0,9,772,0.6,3.6,-47,-55,-53,-54,-52,-55,-51,-48,-52,-48,-52,-49
0,0,15,906,0.6,3.6,-48,-55,-53,-54,-51,-56,-51,-48,-52,-48,-52,-45
0,0,22,25,0.6,3.6,-46,-54,-53,-54,-48,-56,-52,-49,-52,-46,-50,-52
0,0,25,120,0.6,3.6,-46,-54,-53,-54,-48,-56,-52,-49,-52,-46,-50,-52
0,0,28,190,0.6,3.6,-48,-54,-53,-54,-51,-57,-52,-49,-54,-46,-50,-48
0,0,31,253,0.6,3.6,-48,-54,-53,-54,-51,-57,-52,-49,-54,-46,-50,-48
0,0,11,331,0.6,3.6,-45,-57,-58,-53,-57,-55,-54,-52,-60,-49,-56,-46
0,0,17,456,0.6,3.6,-45,-52,-58,-53,-57,-54,-54,-52,-60,-54,-56,-46
0,0,20,518,0.6,3.6,-50,-54,-54,-51,-48,-54,-54,-52,-54,-52,-54,-47
0,0,26,689,0.6,3.6,-49,-54,-54,-51,-50,-54,-51,-51,-52,-50,-54,-48
0,0,32,968,0.6,3.6,-46,-52,-54,-51,-50,-54,-51,-51,-52,-48,-54,-48
0,0,36,31,0.6,3.6,-46,-55,-54,-52,-54,-57,-51,-49,-55,-46,-54,-47
0,0,42,177,0.6,3.6,-46,-58,-54,-55,-54,-57,-51,-49,-54,-48,-56,-48
0,0,48,344,0.6,3.6,-49,-58,-52,-55,-52,-53,-52,-49,-52,-47,-52,-49
0,0,51,398,0.6,3.6,-48,-59,-52,-55,-51,-53,-52,-50,-52,-50,-50,-46
0,0,57,488,0.6,3.6,-48,-55,-52,-55,-51,-54,-52,-49,-52,-47,-50,-46
0,0,0,556,0.6,3.6,-48,-55,-52,-55,-51,-54,-52,-49,-52,-47,-50,-46
0,0,3,629,0.6,3.6,-49,-53,-53,-55,-51,-56,-52,-49,-52,-49,-52,-47
0,0,9,772,0.6,3.6,-47,-55,-53,-54,-52,-55,-51,-48,-52,-48,-52,-49
0,0,15,906,0.6,3.6,-48,-55,-53,-54,-51,-56,-51,-48,-52,-48,-52,-45
0,0,22,25,0.6,3.6,-46,-54,-53,-54,-48,-56,-52,-49,-52,-46,-50,-52
0,0,25,120,0.6,3.6,-46,-54,-53,-54,-48,-56,-52,-49,-52,-46,-50,-52
0,0,28,190,0.6,3.6,-48,-54,-53,-54,-51,-57,-52,-49,-54,-46,-50,-48
0,0,31,253,0.6,3.6,-48,-54,-53,-54,-51,-57,-52,-49,-54,-46,-50,-48
0,0,35,469,0.6,3.9,-51,-53,-51,-52,-52,-53,-51,-57,-56,-50,-61,-44
0,0,41,614,0.6,3.9,-46,-57,-51,-52,-52,-49,-49,-57,-55,-58,-57,-44
0,0,47,757,0.6,3.9,-46,-51,-51,-52,-52,-52,-49,-55,-55,-46,-57,-44
0,0,50,828,0.6,3.9,-46,-52,-49,-50,-49,-52,-51,-52,-56,-46,-54,-54
0,0,56,988,0.6,3.9,-48,-54,-50,-51,-50,-52,-52,-51,-55,-49,-53,-52
0,0,3,198,0.6,3.9,-49,-54,-50,-51,-50,-52,-45,-51,-55,-49,-54,-52
0,0,6,298,0.6,3.9,-48,-58,-51,-46,-50,-52,-52,-56,-55,-46,-54,-56
0,0,12,405,0.6,3.9,-48,-55,-50,-52,-51,-52,-52,-55,-55,-46,-54,-53
0,0,18,530,0.6,3.9,-48,-46,-50,-48,-51,-54,-51,-52,-54,-46,-52,-50
0,0,24,669,0.6,3.9,-47,-49,-51,-50,-50,-54,-55,-52,-55,-49,-54,-51
0,0,30,795,0.6,3.9,-47,-50,-51,-50,-50,-54,-51,-56,-54,-47,-54,-47
0,0,36,927,0.6,3.9,-47,-50,-51,-52,-50,-54,-51,-55,-54,-48,-54,-48
0,0,43,26,0.6,3.9,-47,-50,-51,-52,-50,-53,-51,-55,-54,-48,-54,-48
0,0,49,135,0.6,3.9,-48,-52,-51,-51,-50,-54,-51,-55,-55,-49,-55,-48
0,0,52,193,0.6,3.9,-48,-52,-51,-51,-50,-54,-51,-55,-55,-49,-55,-48
0,0,55,229,0.6,3.9,-47,-52,-50,-51,-49,-53,-51,-55,-52,-48,-55,-49
0,0,35,469,0.6,3.9,-51,-53,-51,-52,-52,-53,-51,-57,-56,-50,-61,-44
0,0,41,614,0.6,3.9,-46,-57,-51,-52,-52,-49,-49,-57,-55,-58,-57,-44
0,0,47,757,0.6,3.9,-46,-51,-51,-52,-52,-52,-49,-55,-55,-46,-57,-44
0,0,50,828,0.6,3.9,-46,-52,-49,-50,-49,-52,-51,-52,-56,-46,-54,-54
0,0,56,988,0.6,3.9,-48,-54,-50,-51,-50,-52,-52,-51,-55,-49,-53,-52
0,0,3,198,0.6,3.9,-49,-54,-50,-51,-50,-52,-45,-51,-55,-49,-54,-52
0,0,6,298,0.6,3.9,-48,-58,-51,-46,-50,-52,-52,-56,-55,-46,-54,-56
0,0,12,405,0.6,3.9,-48,-55,-50,-52,-51,-52,-52,-55,-55,-46,-54,-53
0,0,18,530,0.6,3.9,-48,-46,-50,-48,-51,-54,-51,-52,-54,-46,-52,-50
0,0,24,669,0.6,3.9,-47,-49,-51,-50,-50,-54,-55,-52,-55,-49,-54,-51
0,0,30,795,0.6,3.9,-47,-50,-51,-50,-50,-54,-51,-56,-54,-47,-54,-47
0,0,36,927,0.6,3.9,-47,-50,-51,-52,-50,-54,-51,-55,-54,-48,-54,-48
0,0,43,26,0.6,3.9,-47,-50,-51,-52,-50,-53,-51,-55,-54,-48,-54,-48
0,0,49,135,0.6,3.9,-48,-52,-51,-51,-50,-54,-51,-55,-55,-49,-55,-48
0,0,52,193,0.6,3.9,-48,-52,-51,-51,-50,-54,-51,-55,-55,-49,-55,-48
0,0,55,229,0.6,3.9,-47,-52,-50,-51,-49,-53,-51,-55,-52,-48,-55,-49
0,0,13,275,0.6,4.2,-43,-46,-49,-46,-56,-52,-45,-57,-57,-51,-57,-45
0,0,16,344,0.6,4.2,-43,-46,-49,-46,-56,-52,-45,-57,-57,-51,-57,-45
0,0,19,400,0.6,4.2,-45,-44,-49,-46,-53,-59,-45,-48,-57,-51,-57,-46
0,0,22,458,0.6,4.2,-45,-44,-49,-46,-53,-59,-45,-48,-57,-51,-57,-46
0,0,25,517,0.6,4.2,-44,-48,-58,-48,-53,-59,-45,-50,-57,-51,-56,-42
0,0,31,697,0.6,4.2,-43,-46,-58,-48,-53,-58,-46,-50,-61,-51,-56,-41
0,0,34,766,0.6,4.2,-45,-47,-58,-45,-54,-58,-47,-50,-58,-56,-56,-43
0,0,40,900,0.6,4.2,-45,-52,-55,-48,-55,-60,-48,-51,-57,-54,-53,-46
0,0,47,25,0.6,4.2,-42,-48,-55,-49,-54,-60,-45,-51,-57,-52,-56,-43
0,0,50,84,0.6,4.2,-46,-46,-55,-50,-54,-60,-43,-51,-57,-54,-55,-42
0,0,56,185,0.6,4.2,-46,-46,-57,-48,-55,-58,-45,-48,-57,-51,-55,-42
0,0,2,302,0.6,4.2,-46,-46,-57,-48,-56,-58,-45,-48,-57,-52,-55,-44
0,0,5,357,0.6,4.2,-42,-46,-57,-48,-55,-58,-45,-49,-57,-52,-56,-45
0,0,11,481,0.6,4.2,-46,-50,-57,-49,-56,-61,-43,-49,-60,-54,-56,-48
0,0,17,618,0.6,4.2,-46,-47,-57,-49,-56,-61,-43,-49,-60,-54,-56,-46
0,0,20,686,0.6,4.2,-44,-49,-57,-49,-57,-61,-46,-47,-58,-54,-54,-44
0,0,23,769,0.6,4.2,-44,-49,-57,-49,-57,-61,-46,-47,-58,-54,-54,-44
0,0,26,836,0.6,4.2,-45,-48,-57,-48,-55,-63,-45,-49,-58,-56,-54,-42
0,0,29,865,0.6,4.2,-45,-48,-57,-48,-55,-63,-45,-49,-58,-56,-54,-42
0,0,32,916,0.6,4.2,-41,-48,-57,-48,-55,-60,-45,-49,-58,-55,-54,-42
0,0,13,275,0.6,4.2,-43,-46,-49,-46,-56,-52,-45,-57,-57,-51,-57,-45
0,0,16,344,0.6,4.2,-43,-46,-49,-46,-56,-52,-45,-57,-57,-51,-57,-45
0,0,19,400,0.6,4.2,-45,-44,-49,-46,-53,-59,-45,-48,-57,-51,-57,-46
0,0,22,458,0.6,4.2,-45,-44,-49,-46,-53,-59,-45,-48,-57,-51,-57,-46
0,0,25,517,0.6,4.2,-44,-48,-58,-48,-53,-59,-45,-50,-57,-51,-56,-42
0,0,31,697,0.6,4.2,-43,-46,-58,-48,-53,-58,-46,-50,-61,-51,-56,-41
0,0,34,766,0.6,4.2,-45,-47,-58,-45,-54,-58,-47,-50,-58,-56,-56,-43
0,0,40,900,0.6,4.2,-45,-52,-55,-48,-55,-60,-48,-51,-57,-54,-53,-46
0,0,47,25,0.6,4.2,-42,-48,-55,-49,-54,-60,-45,-51,-57,-52,-56,-43
0,0,50,84,0.6,4.2,-46,-46,-55,-50,-54,-60,-43,-51,-57,-54,-55,-42
0,0,56,185,0.6,4.2,-46,-46,-57,-48,-55,-58,-45,-48,-57,-51,-55,-42
0,0,2,302,0.6,4.2,-46,-46,-57,-48,-56,-58,-45,-48,-57,-52,-55,-44
0,0,5,357,0.6,4.2,-42,-46,-57,-48,-55,-58,-45,-49,-57,-52,-56,-45
0,0,11,481,0.6,4.2,-46,-50,-57,-49,-56,-61,-43,-49,-60,-54,-56,-48
0,0,17,618,0.6,4.2,-46,-47,-57,-49,-56,-61,-43,-49,-60,-54,-56,-46
0,0,20,686,0.6,4.2,-44,-49,-57,-49,-57,-61,-46,-47,-58,-54,-54,-44
0,0,23,769,0.6,4.2,-44,-49,-57,-49,-57,-61,-46,-47,-58,-54,-54,-44
0,0,26,836,0.6,4.2,-45,-48,-57,-48,-55,-63,-45,-49,-58,-56,-54,-42
0,0,29,865,0.6,4.2,-45,-48,-57,-48,-55,-63,-45,-49,-58,-56,-54,-42
0,0,32,916,0.6,4.2,-41,-48,-57,-48,-55,-60,-45,-49,-58,-55,-54,-42
0,0,26,270,0.6,4.5,-52,-57,-52,-44,-56,-54,-55,-44,-55,-52,-56,-42
0,0,29,348,0.6,4.5,-52,-57,-52,-44,-56,-54,-55,-44,-55,-52,-56,-42
0,0,32,418,0.6,4.5,-52,-55,-52,-44,-56,-54,-55,-45,-52,-53,-56,-40
0,0,35,477,0.6,4.5,-50,-54,-52,-46,-52,-54,-55,-43,-54,-49,-56,-40
0,0,38,545,0.6,4.5,-50,-54,-52,-46,-52,-54,-55,-43,-54,-49,-56,-40
0,0,41,599,0.6,4.5,-51,-55,-46,-44,-52,-55,-54,-44,-54,-51,-56,-41
0,0,44,651,0.6,4.5,-51,-55,-46,-44,-52,-55,-54,-44,-54,-51,-56,-41
0,0,47,726,0.6,4.5,-51,-49,-55,-44,-52,-53,-54,-44,-54,-52,-56,-41
0,0,50,791,0.6,4.5,-52,-51,-53,-45,-52,-53,-54,-44,-52,-51,-56,-42
0,0,53,866,0.6,4.5,-52,-51,-53,-45,-52,-53,-54,-44,-52,-51,-56,-42
0,0,56,934,0.6,4.5,-57,-62,-53,-43,-55,-50,-58,-43,-55,-52,-56,-40
0,0,0,18,0.6,4.5,-57,-52,-53,-43,-55,-55,-58,-43,-55,-51,-56,-40
0,0,3,140,0.6,4.5,-57,-52,-53,-43,-55,-55,-58,-43,-55,-51,-56,-40
0,0,6,219,0.6,4.5,-52,-51,-49,-44,-49,-52,-58,-43,-55,-51,-56,-42
0,0,9,302,0.6,4.5,-52,-51,-49,-44,-49,-52,-58,-43,-55,-51,-56,-42
0,0,12,360,0.6,4.5,-53,-46,-49,-36,-54,-52,-58,-43,-55,-52,-56,-40
0,0,15,415,0.6,4.5,-53,-46,-49,-36,-54,-52,-58,-43,-55,-52,-56,-40
0,0,18,479,0.6,4.5,-50,-46,-49,-44,-54,-52,-54,-43,-54,-52,-54,-41
0,0,21,556,0.6,4.5,-50,-43,-49,-52,-56,-52,-52,-44,-54,-52,-54,-46
0,0,27,670,0.6,4.5,-50,-43,-50,-52,-56,-52,-52,-43,-54,-57,-54,-46
0,0,33,758,0.6,4.5,-49,-44,-50,-49,-55,-52,-52,-45,-54,-51,-55,-44
0,0,39,896,0.6,4.5,-51,-45,-50,-45,-52,-53,-52,-44,-52,-52,-55,-45
0,0,26,270,0.6,4.5,-52,-57,-52,-44,-56,-54,-55,-44,-55,-52,-56,-42
0,0,29,348,0.6,4.5,-52,-57,-52,-44,-56,-54,-55,-44,-55,-52,-56,-42
0,0,32,418,0.6,4.5,-52,-55,-52,-44,-56,-54,-55,-45,-52,-53,-56,-40
0,0,35,477,0.6,4.5,-50,-54,-52,-46,-52,-54,-55,-43,-54,-49,-56,-40
0,0,38,545,0.6,4.5,-50,-54,-52,-46,-52,-54,-55,-43,-54,-49,-56,-40
0,0,41,599,0.6,4.5,-51,-55,-46,-44,-52,-55,-54,-44,-54,-51,-56,-41
0,0,44,651,0.6,4.5,-51,-55,-46,-44,-52,-55,-54,-44,-54,-51,-56,-41
0,0,47,726,0.6,4.5,-51,-49,-55,-44,-52,-53,-54,-44,-54,-52,-56,-41
0,0,50,791,0.6,4.5,-52,-51,-53,-45,-52,-53,-54,-44,-52,-51,-56,-42
0,0,53,866,0.6,4.5,-52,-51,-53,-45,-52,-53,-54,-44,-52,-51,-56,-42
0,0,56,934,0.6,4.5,-57,-62,-53,-43,-55,-50,-58,-43,-55,-52,-56,-40
0,0,0,18,0.6,4.5,-57,-52,-53,-43,-55,-55,-58,-43,-55,-51,-56,-40
0,0,3,140,0.6,4.5,-57,-52,-53,-43,-55,-55,-58,-43,-55,-51,-56,-40
0,0,6,219,0.6,4.5,-52,-51,-49,-44,-49,-52,-58,-43,-55,-51,-56,-42
0,0,9,302,0.6,4.5,-52,-51,-49,-44,-49,-52,-58,-43,-55,-51,-56,-42
0,0,12,360,0.6,4.5,-53,-46,-49,-36,-54,-52,-58,-43,-55,-52,-56,-40
0,0,15,415,0.6,4.5,-53,-46,-49,-36,-54,-52,-58,-43,-55,-52,-56,-40
0,0,18,479,0.6,4.5,-50,-46,-49,-44,-54,-52,-54,-43,-54,-52,-54,-41
0,0,21,556,0.6,4.5,-50,-43,-49,-52,-56,-52,-52,-44,-54,-52,-54,-46
0,0,27,670,0.6,4.5,-50,-43,-50,-52,-56,-52,-52,-43,-54,-57,-54,-46
0,0,33,758,0.6,4.5,-49,-44,-50,-49,-55,-52,-52,-45,-54,-51,-55,-44
0,0,39,896,0.6,4.5,-51,-45,-50,-45,-52,-53,-52,-44,-52,-52,-55,-45
0,0,5,506,0.6,4.8,-49,-52,-51,-55,-54,-53,-51,-56,-51,-52,-57,-50
0,0,11,629,0.6,4.8,-48,-45,-47,-52,-53,-54,-55,-55,-33,-51,-57,-55
0,0,17,769,0.6,4.8,-48,-52,-47,-53,-52,-54,-55,-49,-33,-49,-57,-50
0,0,20,840,0.6,4.8,-46,-54,-51,-51,-52,-54,-48,-50,-50,-48,-55,-51
0,0,27,5,0.6,4.8,-50,-51,-52,-50,-52,-52,-50,-52,-51,-50,-55,-52
0,0,33,120,0.6,4.8,-50,-53,-52,-50,-52,-55,-50,-51,-51,-49,-55,-52
0,0,36,193,0.6,4.8,-49,-57,-53,-50,-51,-51,-49,-51,-51,-49,-56,-52
0,0,42,344,0.6,4.8,-46,-46,-52,-52,-51,-51,-51,-50,-50,-51,-57,-53
0,0,48,452,0.6,4.8,-46,-46,-52,-52,-51,-53,-51,-50,-50,-51,-57,-53
0,0,51,530,0.6,4.8,-46,-54,-51,-51,-52,-53,-48,-52,-50,-51,-57,-52
0,0,57,715,0.6,4.8,-46,-51,-52,-51,-51,-53,-48,-49,-50,-51,-49,-52
0,0,3,867,0.6,4.8,-46,-51,-51,-52,-48,-57,-49,-49,-49,-51,-55,-52
0,0,6,943,0.6,4.8,-48,-53,-51,-50,-49,-57,-46,-49,-50,-52,-56,-52
0,0,13,190,0.6,4.8,-48,-49,-51,-50,-49,-57,-46,-51,-50,-49,-56,-52
0,0,19,340,0.6,4.8,-46,-49,-51,-49,-48,-57,-51,-46,-49,-52,-55,-55
0,0,25,499,0.6,4.8,-46,-49,-52,-51,-49,-57,-49,-49,-48,-52,-55,-54
0,0,5,506,0.6,4.8,-49,-52,-51,-55,-54,-53,-51,-56,-51,-52,-57,-50
0,0,11,629,0.6,4.8,-48,-45,-47,-52,-53,-54,-55,-55,-33,-51,-57,-55
0,0,17,769,0.6,4.8,-48,-52,-47,-53,-52,-54,-55,-49,-33,-49,-57,-50
0,0,20,840,0.6,4.8,-46,-54,-51,-51,-52,-54,-48,-50,-50,-48,-55,-51
0,0,27,5,0.6,4.8,-50,-51,-52,-50,-52,-52,-50,-52,-51,-50,-55,-52
0,0,33,120,0.6,4.8,-50,-53,-52,-50,-52,-55,-50,-51,-51,-49,-55,-52
0,0,36,193,0.6,4.8,-49,-57,-53,-50,-51,-51,-49,-51,-51,-49,-56,-52
0,0,42,344,0.6,4.8,-46,-46,-52,-52,-51,-51,-51,-50,-50,-51,-57,-53
0,0,48,452,0.6,4.8,-46,-46,-52,-52,-51,-53,-51,-50,-50,-51,-57,-53
0,0,51,530,0.6,4.8,-46,-54,-51,-51,-52,-53,-48,-52,-50,-51,-57,-52
0,0,57,715,0.6,4.8,-46,-51,-52,-51,-51,-53,-48,-49,-50,-51,-49,-52
0,0,3,867,0.6,4.8,-46,-51,-51,-52,-48,-57,-49,-49,-49,-51,-55,-52
0,0,6,943,0.6,4.8,-48,-53,-51,-50,-49,-57,-46,-49,-50,-52,-56,-52
0,0,13,190,0.6,4.8,-48,-49,-51,-50,-49,-57,-46,-51,-50,-49,-56,-52
0,0,19,340,0.6,4.8,-46,-49,-51,-49,-48,-57,-51,-46,-49,-52,-55,-55
0,0,25,499,0.6,4.8,-46,-49,-52,-51,-49,-57,-49,-49,-48,-52,-55,-54
0,0,50,416,0.6,5.1,-46,-44,-53,-56,-52,-56,-50,-51,-48,-52,-50,-45
0,0,53,472,0.6,5.1,-46,-44,-53,-56,-52,-56,-50,-51,-48,-52,-50,-45
0,0,56,552,0.6,5.1,-46,-64,-52,-52,-52,-57,-43,-54,-49,-45,-62,-41
0,0,2,697,0.6,5.1,-42,-51,-51,-48,-54,-57,-51,-48,-51,-47,-62,-43
0,0,5,760,0.6,5.1,-43,-52,-52,-48,-54,-57,-46,-48,-51,-49,-55,-43
0,0,11,920,0.6,5.1,-45,-50,-52,-50,-54,-59,-49,-49,-49,-46,-55,-43
0,0,18,137,0.6,5.1,-45,-43,-52,-51,-54,-59,-49,-49,-49,-48,-55,-42
0,0,21,212,0.6,5.1,-41,-51,-53,-49,-54,-59,-48,-48,-50,-48,-55,-42
0,0,24,274,0.6,5.1,-41,-51,-53,-49,-54,-59,-48,-48,-50,-48,-55,-42
0,0,27,351,0.6,5.1,-44,-51,-53,-45,-54,-59,-45,-50,-50,-47,-55,-42
0,0,30,410,0.6,5.1,-44,-51,-53,-45,-54,-59,-45,-50,-50,-47,-55,-42
0,0,33,477,0.6,5.1,-44,-56,-53,-45,-54,-57,-45,-48,-50,-48,-55,-42
0,0,36,536,0.6,5.1,-44,-46,-52,-51,-54,-57,-52,-47,-49,-48,-55,-42
0,0,39,605,0.6,5.1,-44,-46,-52,-51,-54,-57,-52,-47,-49,-48,-55,-42
0,0,42,670,0.6,5.1,-44,-46,-52,-51,-53,-57,-52,-46,-49,-48,-56,-42
0,0,48,785,0.6,5.1,-43,-46,-52,-51,-53,-58,-50,-46,-50,-48,-56,-42
0,0,51,865,0.6,5.1,-45,-50,-52,-50,-53,-58,-50,-48,-50,-48,-56,-41
0,0,54,937,0.6,5.1,-45,-50,-52,-50,-53,-58,-50,-48,-50,-48,-56,-41
0,0,58,0,0.6,5.1,-45,-46,-52,-50,-52,-58,-50,-48,-49,-48,-56,-43
0,0,1,76,0.6,5.1,-45,-46,-52,-50,-52,-58,-50,-48,-49,-48,-56,-43
0,0,4,139,0.6,5.1,-45,-45,-52,-50,-52,-58,-51,-48,-49,-47,-56,-42
0,0,7,199,0.6,5.1,-45,-45,-52,-50,-52,-58,-51,-48,-49,-47,-56,-42
0,0,10,262,0.6,5.1,-32,-46,-48,-50,-54,-61,-47,-48,-47,-48,-56,-34
0,0,13,316,0.6,5.1,-32,-46,-48,-50,-54,-61,-47,-48,-47,-48,-56,-34
0,0,50,416,0.6,5.1,-46,-44,-53,-56,-52,-56,-50,-51,-48,-52,-50,-45
0,0,53,472,0.6,5.1,-46,-44,-53,-56,-52,-56,-50,-51,-48,-52,-50,-45
0,0,56,552,0.6,5.1,-46,-64,-52,-52,-52,-57,-43,-54,-49,-45,-62,-41
0,0,2,697,0.6,5.1,-42,-51,-51,-48,-54,-57,-51,-48,-51,-47,-62,-43
0,0,5,760,0.6,5.1,-43,-52,-52,-48,-54,-57,-46,-48,-51,-49,-55,-43
0,0,11,920,0.6,5.1,-45,-50,-52,-50,-54,-59,-49,-49,-49,-46,-55,-43
0,0,18,137,0.6,5.1,-45,-43,-52,-51,-54,-59,-49,-49,-49,-48,-55,-42
0,0,21,212,0.6,5.1,-41,-51,-53,-49,-54,-59,-48,-48,-50,-48,-55,-42
0,0,24,274,0.6,5.1,-41,-51,-53,-49,-54,-59,-48,-48,-50,-48,-55,-42
0,0,27,351,0.6,5.1,-44,-51,-53,-45,-54,-59,-45,-50,-50,-47,-55,-42
0,0,30,410,0.6,5.1,-44,-51,-53,-45,-54,-59,-45,-50,-50,-47,-55,-42
0,0,33,477,0.6,5.1,-44,-56,-53,-45,-54,-57,-45,-48,-50,-48,-55,-42
0,0,36,536,0.6,5.1,-44,-46,-52,-51,-54,-57,-52,-47,-49,-48,-55,-42
0,0,39,605,0.6,5.1,-44,-46,-52,-51,-54,-57,-52,-47,-49,-48,-55,-42
0,0,42,670,0.6,5.1,-44,-46,-52,-51,-53,-57,-52,-46,-49,-48,-56,-42
0,0,48,785,0.6,5.1,-43,-46,-52,-51,-53,-58,-50,-46,-50,-48,-56,-42
0,0,51,865,0.6,5.1,-45,-50,-52,-50,-53,-58,-50,-48,-50,-48,-56,-41
0,0,54,937,0.6,5.1,-45,-50,-52,-50,-53,-58,-50,-48,-50,-48,-56,-41
0,0,58,0,0.6,5.1,-45,-46,-52,-50,-52,-58,-50,-48,-49,-48,-56,-43
0,0,1,76,0.6,5.1,-45,-46,-52,-50,-52,-58,-50,-48,-49,-48,-56,-43
0,0,4,139,0.6,5.1,-45,-45,-52,-50,-52,-58,-51,-48,-49,-47,-56,-42
0,0,7,199,0.6,5.1,-45,-45,-52,-50,-52,-58,-51,-48,-49,-47,-56,-42
0,0,10,262,0.6,5.1,-32,-46,-48,-50,-54,-61,-47,-48,-47,-48,-56,-34
0,0,13,316,0.6,5.1,-32,-46,-48,-50,-54,-61,-47,-48,-47,-48,-56,-34
0,0,19,560,0.6,5.4,-49,-42,-51,-51,-50,-51,-55,-52,-52,-48,-61,-55
0,0,25,701,0.6,5.4,-48,-44,-51,-57,-50,-51,-47,-59,-52,-43,-61,-51
0,0,31,851,0.6,5.4,-46,-44,-61,-52,-50,-49,-48,-52,-49,-43,-55,-52
0,0,34,932,0.6,5.4,-46,-44,-61,-49,-50,-51,-46,-50,-47,-43,-55,-52
0,0,37,993,0.6,5.4,-46,-44,-61,-49,-50,-51,-46,-50,-47,-43,-55,-52
0,0,41,66,0.6,5.4,-46,-46,-60,-57,-55,-52,-45,-52,-51,-43,-58,-53
0,0,47,199,0.6,5.4,-46,-40,-60,-55,-54,-48,-49,-55,-49,-44,-62,-48
0,0,50,260,0.6,5.4,-47,-43,-59,-51,-57,-48,-47,-52,-48,-44,-58,-51
0,0,56,392,0.6,5.4,-48,-44,-58,-48,-55,-52,-49,-51,-48,-42,-56,-51
0,0,2,522,0.6,5.4,-48,-39,-58,-48,-55,-52,-49,-50,-48,-43,-56,-52
0,0,5,613,0.6,5.4,-46,-41,-58,-48,-54,-52,-49,-50,-49,-44,-53,-52
0,0,11,744,0.6,5.4,-48,-41,-58,-47,-53,-52,-49,-50,-49,-44,-50,-48
0,0,14,801,0.6,5.4,-48,-41,-58,-47,-53,-52,-49,-50,-49,-44,-50,-48
0,0,17,863,0.6,5.4,-48,-42,-58,-50,-55,-52,-49,-51,-50,-43,-51,-51
0,0,20,923,0.6,5.4,-46,-42,-58,-50,-54,-52,-48,-51,-49,-44,-51,-51
0,0,23,980,0.6,5.4,-46,-42,-58,-50,-54,-52,-48,-51,-49,-44,-51,-51
0,0,27,39,0.6,5.4,-46,-42,-58,-49,-57,-52,-46,-50,-49,-43,-51,-47
0,0,30,90,0.6,5.4,-46,-42,-58,-49,-57,-52,-46,-50,-49,-43,-51,-47
0,0,33,159,0.6,5.4,-46,-42,-58,-49,-47,-51,-46,-50,-49,-43,-51,-47
0,0,36,225,0.6,5.4,-46,-43,-58,-49,-55,-52,-48,-50,-49,-43,-51,-47
0,0,42,364,0.6,5.4,-46,-43,-57,-49,-54,-52,-48,-51,-49,-43,-52,-50
0,0,19,560,0.6,5.4,-49,-42,-51,-51,-50,-51,-55,-52,-52,-48,-61,-55
