TIME(HH),TIME(MM),TIME(SS),TIME(ms),X,Y,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11
0,0,18,439,0,0,-57,-58,-63,-51,-55,-60,-52,-53,-60,-48,-67,-48
0,0,24,536,0,0,-54,-55,-63,-51,-51,-60,-48,-53,-55,-44,-63,-49
0,0,30,669,0,0,-54,-57,-58,-48,-50,-60,-48,-55,-55,-46,-63,-48
0,0,33,738,0,0,-55,-58,-58,-50,-50,-60,-49,-54,-54,-45,-63,-46
0,0,39,846,0,0,-58,-58,-58,-49,-50,-61,-49,-54,-50,-46,-62,-47
0,0,46,15,0,0,-58,-55,-58,-49,-50,-62,-49,-52,-50,-45,-62,-47
0,0,49,59,0,0,-56,-54,-60,-49,-51,-62,-49,-54,-52,-48,-57,-48
0,0,55,155,0,0,-56,-55,-57,-49,-51,-62,-51,-53,-52,-51,-63,-48
0,0,1,318,0,0,-54,-55,-57,-49,-51,-59,-51,-53,-52,-51,-63,-48
0,0,4,371,0,0,-49,-53,-58,-50,-52,-59,-49,-57,-51,-47,-63,-49
0,0,10,488,0,0,-49,-53,-58,-49,-50,-59,-49,-57,-51,-49,-59,-49
0,0,16,603,0,0,-54,-53,-57,-49,-46,-58,-49,-57,-51,-49,-60,-46
0,0,19,659,0,0,-51,-55,-59,-50,-50,-58,-48,-58,-51,-48,-60,-47
0,0,25,778,0,0,-51,-52,-59,-50,-50,-61,-48,-58,-51,-49,-60,-50
0,0,31,932,0,0,-48,-52,-54,-50,-49,-56,-48,-57,-52,-51,-61,-48
0,0,38,54,0,0,-47,-54,-54,-50,-52,-56,-49,-54,-52,-48,-61,-46
0,0,29,6,0,0,-52,-44,-61,-49,-51,-53,-48,-60,-52,-47,-62,-52
0,0,35,144,0,0,-60,-52,-61,-49,-51,-53,-36,-58,-55,-46,-64,-46
0,0,41,265,0,0,-51,-52,-61,-49,-51,-53,-48,-58,-53,-46,-63,-46
0,0,47,387,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,50,448,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,53,516,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,56,574,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,59,655,0,0,-54,-54,-63,-50,-51,-54,-48,-58,-49,-48,-61,-48
0,0,2,675,0,0,-51,-50,-63,-49,-51,-54,-49,-56,-55,-48,-61,-46
0,0,8,794,0,0,-51,-52,-60,-49,-51,-54,-50,-55,-55,-52,-64,-44
0,0,14,923,0,0,-53,-53,-62,-49,-51,-54,-50,-51,-54,-47,-61,-44
0,0,17,988,0,0,-51,-53,-64,-49,-51,-54,-48,-55,-56,-49,-61,-46
0,0,24,109,0,0,-47,-52,-60,-48,-50,-54,-48,-55,-52,-49,-62,-46
0,0,30,240,0,0,-46,-51,-60,-49,-51,-54,-47,-54,-55,-48,-63,-45
0,0,33,299,0,0,-48,-49,-62,-48,-51,-54,-48,-54,-52,-48,-63,-48
0,0,29,6,0,0,-52,-44,-61,-49,-51,-53,-48,-60,-52,-47,-62,-52
0,0,35,144,0,0,-60,-52,-61,-49,-51,-53,-36,-58,-55,-46,-64,-46
0,0,41,265,0,0,-51,-52,-61,-49,-51,-53,-48,-58,-53,-46,-63,-46
0,0,47,387,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,50,448,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,53,516,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,56,574,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,59,655,0,0,-54,-54,-63,-50,-51,-54,-48,-58,-49,-48,-61,-48
0,0,2,675,0,0,-51,-50,-63,-49,-51,-54,-49,-56,-55,-48,-61,-46
0,0,8,794,0,0,-51,-52,-60,-49,-51,-54,-50,-55,-55,-52,-64,-44
0,0,14,923,0,0,-53,-53,-62,-49,-51,-54,-50,-51,-54,-47,-61,-44
0,0,17,988,0,0,-51,-53,-64,-49,-51,-54,-48,-55,-56,-49,-61,-46
0,0,24,109,0,0,-47,-52,-60,-48,-50,-54,-48,-55,-52,-49,-62,-46
0,0,30,240,0,0,-46,-51,-60,-49,-51,-54,-47,-54,-55,-48,-63,-45
0,0,33,299,0,0,-48,-49,-62,-48,-51,-54,-48,-54,-52,-48,-63,-48
0,0,29,6,0,0,-52,-44,-61,-49,-51,-53,-48,-60,-52,-47,-62,-52
0,0,35,144,0,0,-60,-52,-61,-49,-51,-53,-36,-58,-55,-46,-64,-46
0,0,41,265,0,0,-51,-52,-61,-49,-51,-53,-48,-58,-53,-46,-63,-46
0,0,47,387,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,50,448,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,53,516,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,56,574,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,59,655,0,0,-54,-54,-63,-50,-51,-54,-48,-58,-49,-48,-61,-48
0,0,2,675,0,0,-51,-50,-63,-49,-51,-54,-49,-56,-55,-48,-61,-46
0,0,8,794,0,0,-51,-52,-60,-49,-51,-54,-50,-55,-55,-52,-64,-44
0,0,14,923,0,0,-53,-53,-62,-49,-51,-54,-50,-51,-54,-47,-61,-44
0,0,17,988,0,0,-51,-53,-64,-49,-51,-54,-48,-55,-56,-49,-61,-46
0,0,24,109,0,0,-47,-52,-60,-48,-50,-54,-48,-55,-52,-49,-62,-46
0,0,30,240,0,0,-46,-51,-60,-49,-51,-54,-47,-54,-55,-48,-63,-45
0,0,33,299,0,0,-48,-49,-62,-48,-51,-54,-48,-54,-52,-48,-63,-48
0,0,29,6,0,0,-52,-44,-61,-49,-51,-53,-48,-60,-52,-47,-62,-52
0,0,35,144,0,0,-60,-52,-61,-49,-51,-53,-36,-58,-55,-46,-64,-46
0,0,41,265,0,0,-51,-52,-61,-49,-51,-53,-48,-58,-53,-46,-63,-46
0,0,47,387,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,50,448,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,53,516,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,56,574,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,59,655,0,0,-54,-54,-63,-50,-51,-54,-48,-58,-49,-48,-61,-48
0,0,2,675,0,0,-51,-50,-63,-49,-51,-54,-49,-56,-55,-48,-61,-46
0,0,8,794,0,0,-51,-52,-60,-49,-51,-54,-50,-55,-55,-52,-64,-44
0,0,14,923,0,0,-53,-53,-62,-49,-51,-54,-50,-51,-54,-47,-61,-44
0,0,17,988,0,0,-51,-53,-64,-49,-51,-54,-48,-55,-56,-49,-61,-46
0,0,24,109,0,0,-47,-52,-60,-48,-50,-54,-48,-55,-52,-49,-62,-46
0,0,30,240,0,0,-46,-51,-60,-49,-51,-54,-47,-54,-55,-48,-63,-45
0,0,33,299,0,0,-48,-49,-62,-48,-51,-54,-48,-54,-52,-48,-63,-48
0,0,29,6,0,0,-52,-44,-61,-49,-51,-53,-48,-60,-52,-47,-62,-52
0,0,35,144,0,0,-60,-52,-61,-49,-51,-53,-36,-58,-55,-46,-64,-46
0,0,41,265,0,0,-51,-52,-61,-49,-51,-53,-48,-58,-53,-46,-63,-46
0,0,47,387,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,50,448,0,0,-48,-54,-61,-50,-51,-54,-50,-56,-52,-36,-62,-45
0,0,53,516,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,56,574,0,0,-52,-33,-61,-50,-50,-54,-49,-57,-52,-49,-61,-46
0,0,59,655,0,0,-54,-54,-63,-50,-51,-54,-48,-58,-49,-48,-61,-48
0,0,2,675,0,0,-51,-50,-63,-49,-51,-54,-49,-56,-55,-48,-61,-46
0,0,8,794,0,0,-51,-52,-60,-49,-51,-54,-50,-55,-55,-52,-64,-44
0,0,14,923,0,0,-53,-53,-62,-49,-51,-54,-50,-51,-54,-47,-61,-44
0,0,17,988,0,0,-51,-53,-64,-49,-51,-54,-48,-55,-56,-49,-61,-46
0,0,24,109,0,0,-47,-52,-60,-48,-50,-54,-48,-55,-52,-49,-62,-46
0,0,30,240,0,0,-46,-51,-60,-49,-51,-54,-47,-54,-55,-48,-63,-45
0,0,33,299,0,0,-48,-49,-62,-48,-51,-54,-48,-54,-52,-48,-63,-48
0,0,18,439,0,0,-57,-58,-63,-51,-55,-60,-52,-53,-60,-48,-67,-48
0,0,24,536,0,0,-54,-55,-63,-51,-51,-60,-48,-53,-55,-44,-63,-49
0,0,30,669,0,0,-54,-57,-58,-48,-50,-60,-48,-55,-55,-46,-63,-48
0,0,33,738,0,0,-55,-58,-58,-50,-50,-60,-49,-54,-54,-45,-63,-46
0,0,39,846,0,0,-58,-58,-58,-49,-50,-61,-49,-54,-50,-46,-62,-47
0,0,46,15,0,0,-58,-55,-58,-49,-50,-62,-49,-52,-50,-45,-62,-47
0,0,49,59,0,0,-56,-54,-60,-49,-51,-62,-49,-54,-52,-48,-57,-48
0,0,55,155,0,0,-56,-55,-57,-49,-51,-62,-51,-53,-52,-51,-63,-48
0,0,1,318,0,0,-54,-55,-57,-49,-51,-59,-51,-53,-52,-51,-63,-48
0,0,4,371,0,0,-49,-53,-58,-50,-52,-59,-49,-57,-51,-47,-63,-49
0,0,10,488,0,0,-49,-53,-58,-49,-50,-59,-49,-57,-51,-49,-59,-49
0,0,16,603,0,0,-54,-53,-57,-49,-46,-58,-49,-57,-51,-49,-60,-46
0,0,19,659,0,0,-51,-55,-59,-50,-50,-58,-48,-58,-51,-48,-60,-47
0,0,25,778,0,0,-51,-52,-59,-50,-50,-61,-48,-58,-51,-49,-60,-50
0,0,31,932,0,0,-48,-52,-54,-50,-49,-56,-48,-57,-52,-51,-61,-48
0,0,38,54,0,0,-47,-54,-54,-50,-52,-56,-49,-54,-52,-48,-61,-46
0,0,18,439,0,0,-57,-58,-63,-51,-55,-60,-52,-53,-60,-48,-67,-48
0,0,24,536,0,0,-54,-55,-63,-51,-51,-60,-48,-53,-55,-44,-63,-49
0,0,30,669,0,0,-54,-57,-58,-48,-50,-60,-48,-55,-55,-46,-63,-48
0,0,33,738,0,0,-55,-58,-58,-50,-50,-60,-49,-54,-54,-45,-63,-46
0,0,39,846,0,0,-58,-58,-58,-49,-50,-61,-49,-54,-50,-46,-62,-47
0,0,46,15,0,0,-58,-55,-58,-49,-50,-62,-49,-52,-50,-45,-62,-47
0,0,49,59,0,0,-56,-54,-60,-49,-51,-62,-49,-54,-52,-48,-57,-48
0,0,55,155,0,0,-56,-55,-57,-49,-51,-62,-51,-53,-52,-51,-63,-48
0,0,1,318,0,0,-54,-55,-57,-49,-51,-59,-51,-53,-52,-51,-63,-48
0,0,4,371,0,0,-49,-53,-58,-50,-52,-59,-49,-57,-51,-47,-63,-49
0,0,10,488,0,0,-49,-53,-58,-49,-50,-59,-49,-57,-51,-49,-59,-49
0,0,16,603,0,0,-54,-53,-57,-49,-46,-58,-49,-57,-51,-49,-60,-46
0,0,19,659,0,0,-51,-55,-59,-50,-50,-58,-48,-58,-51,-48,-60,-47
0,0,25,778,0,0,-51,-52,-59,-50,-50,-61,-48,-58,-51,-49,-60,-50
0,0,31,932,0,0,-48,-52,-54,-50,-49,-56,-48,-57,-52,-51,-61,-48
0,0,38,54,0,0,-47,-54,-54,-50,-52,-56,-49,-54,-52,-48,-61,-46
0,0,18,439,0,0,-57,-58,-63,-51,-55,-60,-52,-53,-60,-48,-67,-48
0,0,24,536,0,0,-54,-55,-63,-51,-51,-60,-48,-53,-55,-44,-63,-49
0,0,30,669,0,0,-54,-57,-58,-48,-50,-60,-48,-55,-55,-46,-63,-48
0,0,33,738,0,0,-55,-58,-58,-50,-50,-60,-49,-54,-54,-45,-63,-46
0,0,39,846,0,0,-58,-58,-58,-49,-50,-61,-49,-54,-50,-46,-62,-47
0,0,46,15,0,0,-58,-55,-58,-49,-50,-62,-49,-52,-50,-45,-62,-47
0,0,49,59,0,0,-56,-54,-60,-49,-51,-62,-49,-54,-52,-48,-57,-48
0,0,55,155,0,0,-56,-55,-57,-49,-51,-62,-51,-53,-52,-51,-63,-48
0,0,1,318,0,0,-54,-55,-57,-49,-51,-59,-51,-53,-52,-51,-63,-48
0,0,4,371,0,0,-49,-53,-58,-50,-52,-59,-49,-57,-51,-47,-63,-49
0,0,10,488,0,0,-49,-53,-58,-49,-50,-59,-49,-57,-51,-49,-59,-49
0,0,16,603,0,0,-54,-53,-57,-49,-46,-58,-49,-57,-51,-49,-60,-46
0,0,19,659,0,0,-51,-55,-59,-50,-50,-58,-48,-58,-51,-48,-60,-47
0,0,25,778,0,0,-51,-52,-59,-50,-50,-61,-48,-58,-51,-49,-60,-50
0,0,31,932,0,0,-48,-52,-54,-50,-49,-56,-48,-57,-52,-51,-61,-48
0,0,38,54,0,0,-47,-54,-54,-50,-52,-56,-49,-54,-52,-48,-61,-46
0,0,48,908,0,0.3,-45,-58,-61,-50,-54,-55,-50,-60,-63,-47,-58,-52
0,0,55,18,0,0.3,-43,-52,-58,-54,-56,-58,-47,-57,-63,-46,-58,-51
0,0,58,69,0,0.3,-43,-52,-58,-54,-56,-58,-47,-57,-63,-46,-58,-51
0,0,1,146,0,0.3,-43,-54,-58,-54,-56,-58,-47,-57,-63,-47,-58,-51
0,0,4,204,0,0.3,-45,-52,-58,-53,-56,-58,-50,-58,-63,-46,-58,-48
0,0,7,268,0,0.3,-45,-52,-58,-53,-56,-58,-50,-58,-63,-46,-58,-48
0,0,10,328,0,0.3,-46,-55,-60,-45,-56,-58,-52,-52,-63,-48,-58,-49
0,0,13,384,0,0.3,-46,-55,-60,-45,-56,-58,-52,-52,-63,-48,-58,-49
0,0,16,428,0,0.3,-45,-55,-60,-45,-56,-58,-50,-52,-63,-48,-58,-49
0,0,19,492,0,0.3,-45,-52,-60,-58,-56,-58,-49,-52,-61,-48,-61,-52
0,0,22,558,0,0.3,-45,-52,-60,-58,-56,-58,-49,-52,-61,-48,-61,-52
0,0,25,625,0,0.3,-45,-52,-59,-52,-57,-58,-46,-55,-58,-48,-62,-52
0,0,31,746,0,0.3,-46,-52,-59,-51,-57,-60,-46,-56,-60,-48,-61,-49
0,0,34,802,0,0.3,-45,-52,-58,-51,-57,-60,-46,-56,-60,-48,-60,-49
0,0,40,915,0,0.3,-45,-51,-58,-51,-54,-60,-46,-56,-60,-50,-60,-49
0,0,47,27,0,0.3,-46,-51,-55,-53,-56,-54,-44,-54,-57,-56,-63,-52
0,0,53,160,0,0.3,-46,-50,-57,-53,-55,-60,-46,-57,-57,-55,-60,-48
0,0,59,282,0,0.3,-46,-51,-57,-54,-58,-66,-46,-55,-50,-54,-60,-47
0,0,5,415,0,0.3,-46,-51,-57,-52,-58,-66,-46,-57,-58,-54,-60,-52
0,0,11,529,0,0.3,-49,-51,-57,-52,-58,-58,-46,-57,-58,-54,-59,-52
0,0,48,908,0,0.3,-45,-58,-61,-50,-54,-55,-50,-60,-63,-47,-58,-52
0,0,55,18,0,0.3,-43,-52,-58,-54,-56,-58,-47,-57,-63,-46,-58,-51
0,0,58,69,0,0.3,-43,-52,-58,-54,-56,-58,-47,-57,-63,-46,-58,-51
0,0,1,146,0,0.3,-43,-54,-58,-54,-56,-58,-47,-57,-63,-47,-58,-51
0,0,4,204,0,0.3,-45,-52,-58,-53,-56,-58,-50,-58,-63,-46,-58,-48
0,0,7,268,0,0.3,-45,-52,-58,-53,-56,-58,-50,-58,-63,-46,-58,-48
0,0,10,328,0,0.3,-46,-55,-60,-45,-56,-58,-52,-52,-63,-48,-58,-49
0,0,13,384,0,0.3,-46,-55,-60,-45,-56,-58,-52,-52,-63,-48,-58,-49
0,0,16,428,0,0.3,-45,-55,-60,-45,-56,-58,-50,-52,-63,-48,-58,-49
0,0,19,492,0,0.3,-45,-52,-60,-58,-56,-58,-49,-52,-61,-48,-61,-52
0,0,22,558,0,0.3,-45,-52,-60,-58,-56,-58,-49,-52,-61,-48,-61,-52
0,0,25,625,0,0.3,-45,-52,-59,-52,-57,-58,-46,-55,-58,-48,-62,-52
0,0,31,746,0,0.3,-46,-52,-59,-51,-57,-60,-46,-56,-60,-48,-61,-49
0,0,34,802,0,0.3,-45,-52,-58,-51,-57,-60,-46,-56,-60,-48,-60,-49
0,0,40,915,0,0.3,-45,-51,-58,-51,-54,-60,-46,-56,-60,-50,-60,-49
0,0,47,27,0,0.3,-46,-51,-55,-53,-56,-54,-44,-54,-57,-56,-63,-52
0,0,53,160,0,0.3,-46,-50,-57,-53,-55,-60,-46,-57,-57,-55,-60,-48
0,0,59,282,0,0.3,-46,-51,-57,-54,-58,-66,-46,-55,-50,-54,-60,-47
0,0,5,415,0,0.3,-46,-51,-57,-52,-58,-66,-46,-57,-58,-54,-60,-52
0,0,11,529,0,0.3,-49,-51,-57,-52,-58,-58,-46,-57,-58,-54,-59,-52
0,0,54,917,0,0.6,-49,-58,-61,-64,-54,-61,-52,-62,-60,-31,-62,-68
0,0,1,80,0,0.6,-49,-59,-52,-64,-53,-61,-52,-60,-60,-30,-62,-68
0,0,4,124,0,0.6,-50,-61,-52,-61,-53,-61,-52,-60,-66,-30,-62,-60
0,0,10,226,0,0.6,-49,-59,-52,-64,-53,-63,-52,-58,-64,-31,-61,-61
0,0,16,309,0,0.6,-49,-56,-52,-64,-53,-63,-52,-58,-64,-30,-61,-61
0,0,19,356,0,0.6,-52,-54,-59,-63,-52,-63,-52,-64,-55,-31,-60,-64
0,0,25,453,0,0.6,-49,-50,-62,-64,-51,-63,-50,-63,-64,-31,-60,-66
0,0,31,569,0,0.6,-49,-50,-62,-64,-51,-64,-50,-63,-64,-31,-60,-66
0,0,34,627,0,0.6,-54,-56,-65,-64,-52,-64,-51,-63,-68,-30,-58,-60
0,0,40,758,0,0.6,-52,-59,-68,-64,-52,-64,-52,-65,-68,-30,-61,-60
0,0,46,862,0,0.6,-47,-59,-67,-64,-53,-61,-50,-65,-64,-30,-60,-60
0,0,49,919,0,0.6,-54,-57,-67,-62,-53,-61,-52,-64,-64,-30,-57,-60
0,0,52,980,0,0.6,-54,-57,-67,-62,-53,-61,-52,-64,-64,-30,-57,-60
0,0,56,35,0,0.6,-54,-60,-62,-66,-52,-61,-52,-62,-64,-30,-57,-58
0,0,2,140,0,0.6,-51,-58,-71,-64,-52,-63,-51,-63,-64,-30,-57,-61
0,0,5,202,0,0.6,-51,-58,-71,-64,-52,-63,-51,-63,-64,-30,-57,-61
0,0,8,271,0,0.6,-54,-58,-66,-64,-40,-64,-52,-63,-69,-30,-58,-67
0,0,14,398,0,0.6,-55,-58,-66,-66,-52,-64,-52,-61,-64,-30,-59,-62
0,0,54,917,0,0.6,-49,-58,-61,-64,-54,-61,-52,-62,-60,-31,-62,-68
0,0,1,80,0,0.6,-49,-59,-52,-64,-53,-61,-52,-60,-60,-30,-62,-68
0,0,4,124,0,0.6,-50,-61,-52,-61,-53,-61,-52,-60,-66,-30,-62,-60
0,0,10,226,0,0.6,-49,-59,-52,-64,-53,-63,-52,-58,-64,-31,-61,-61
0,0,16,309,0,0.6,-49,-56,-52,-64,-53,-63,-52,-58,-64,-30,-61,-61
0,0,19,356,0,0.6,-52,-54,-59,-63,-52,-63,-52,-64,-55,-31,-60,-64
0,0,25,453,0,0.6,-49,-50,-62,-64,-51,-63,-50,-63,-64,-31,-60,-66
0,0,31,569,0,0.6,-49,-50,-62,-64,-51,-64,-50,-63,-64,-31,-60,-66
0,0,34,627,0,0.6,-54,-56,-65,-64,-52,-64,-51,-63,-68,-30,-58,-60
0,0,40,758,0,0.6,-52,-59,-68,-64,-52,-64,-52,-65,-68,-30,-61,-60
0,0,46,862,0,0.6,-47,-59,-67,-64,-53,-61,-50,-65,-64,-30,-60,-60
0,0,49,919,0,0.6,-54,-57,-67,-62,-53,-61,-52,-64,-64,-30,-57,-60
0,0,52,980,0,0.6,-54,-57,-67,-62,-53,-61,-52,-64,-64,-30,-57,-60
0,0,56,35,0,0.6,-54,-60,-62,-66,-52,-61,-52,-62,-64,-30,-57,-58
0,0,2,140,0,0.6,-51,-58,-71,-64,-52,-63,-51,-63,-64,-30,-57,-61
0,0,5,202,0,0.6,-51,-58,-71,-64,-52,-63,-51,-63,-64,-30,-57,-61
0,0,8,271,0,0.6,-54,-58,-66,-64,-40,-64,-52,-63,-69,-30,-58,-67
0,0,14,398,0,0.6,-55,-58,-66,-66,-52,-64,-52,-61,-64,-30,-59,-62
0,0,29,615,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,32,642,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,35,693,0,0.9,-49,-54,-54,-51,-53,-51,-53,-53,-54,-35,-52,-42
0,0,41,791,0,0.9,-45,-54,-54,-50,-53,-55,-51,-53,-53,-35,-51,-41
0,0,47,920,0,0.9,-45,-50,-54,-45,-53,-55,-49,-46,-52,-34,-51,-45
0,0,54,15,0,0.9,-45,-52,-54,-45,-45,-52,-49,-46,-52,-34,-51,-44
0,0,0,106,0,0.9,-46,-49,-51,-46,-54,-58,-51,-49,-51,-34,-46,-44
0,0,3,169,0,0.9,-43,-51,-52,-45,-57,-58,-43,-54,-51,-32,-46,-43
0,0,9,286,0,0.9,-46,-52,-52,-45,-57,-59,-49,-54,-55,-35,-50,-45
0,0,15,406,0,0.9,-43,-50,-43,-44,-57,-56,-51,-54,-52,-34,-44,-45
0,0,18,438,0,0.9,-45,-51,-43,-43,-54,-56,-49,-56,-53,-33,-50,-44
0,0,24,511,0,0.9,-42,-51,-43,-45,-52,-57,-50,-56,-52,-34,-50,-42
0,0,30,605,0,0.9,-44,-49,-43,-45,-51,-57,-49,-54,-52,-34,-46,-44
0,0,33,647,0,0.9,-42,-52,-52,-45,-54,-57,-52,-54,-54,-34,-51,-40
0,0,39,724,0,0.9,-42,-51,-54,-45,-55,-57,-49,-53,-54,-34,-43,-46
0,0,45,841,0,0.9,-42,-51,-53,-46,-55,-57,-49,-52,-52,-34,-43,-46
0,0,48,895,0,0.9,-45,-43,-51,-45,-52,-57,-50,-51,-52,-34,-49,-45
0,0,29,615,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,32,642,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,35,693,0,0.9,-49,-54,-54,-51,-53,-51,-53,-53,-54,-35,-52,-42
0,0,41,791,0,0.9,-45,-54,-54,-50,-53,-55,-51,-53,-53,-35,-51,-41
0,0,47,920,0,0.9,-45,-50,-54,-45,-53,-55,-49,-46,-52,-34,-51,-45
0,0,54,15,0,0.9,-45,-52,-54,-45,-45,-52,-49,-46,-52,-34,-51,-44
0,0,0,106,0,0.9,-46,-49,-51,-46,-54,-58,-51,-49,-51,-34,-46,-44
0,0,3,169,0,0.9,-43,-51,-52,-45,-57,-58,-43,-54,-51,-32,-46,-43
0,0,9,286,0,0.9,-46,-52,-52,-45,-57,-59,-49,-54,-55,-35,-50,-45
0,0,15,406,0,0.9,-43,-50,-43,-44,-57,-56,-51,-54,-52,-34,-44,-45
0,0,18,438,0,0.9,-45,-51,-43,-43,-54,-56,-49,-56,-53,-33,-50,-44
0,0,24,511,0,0.9,-42,-51,-43,-45,-52,-57,-50,-56,-52,-34,-50,-42
0,0,30,605,0,0.9,-44,-49,-43,-45,-51,-57,-49,-54,-52,-34,-46,-44
0,0,33,647,0,0.9,-42,-52,-52,-45,-54,-57,-52,-54,-54,-34,-51,-40
0,0,39,724,0,0.9,-42,-51,-54,-45,-55,-57,-49,-53,-54,-34,-43,-46
0,0,45,841,0,0.9,-42,-51,-53,-46,-55,-57,-49,-52,-52,-34,-43,-46
0,0,48,895,0,0.9,-45,-43,-51,-45,-52,-57,-50,-51,-52,-34,-49,-45
0,0,29,615,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,32,642,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,35,693,0,0.9,-49,-54,-54,-51,-53,-51,-53,-53,-54,-35,-52,-42
0,0,41,791,0,0.9,-45,-54,-54,-50,-53,-55,-51,-53,-53,-35,-51,-41
0,0,47,920,0,0.9,-45,-50,-54,-45,-53,-55,-49,-46,-52,-34,-51,-45
0,0,54,15,0,0.9,-45,-52,-54,-45,-45,-52,-49,-46,-52,-34,-51,-44
0,0,0,106,0,0.9,-46,-49,-51,-46,-54,-58,-51,-49,-51,-34,-46,-44
0,0,3,169,0,0.9,-43,-51,-52,-45,-57,-58,-43,-54,-51,-32,-46,-43
0,0,9,286,0,0.9,-46,-52,-52,-45,-57,-59,-49,-54,-55,-35,-50,-45
0,0,15,406,0,0.9,-43,-50,-43,-44,-57,-56,-51,-54,-52,-34,-44,-45
0,0,18,438,0,0.9,-45,-51,-43,-43,-54,-56,-49,-56,-53,-33,-50,-44
0,0,24,511,0,0.9,-42,-51,-43,-45,-52,-57,-50,-56,-52,-34,-50,-42
0,0,30,605,0,0.9,-44,-49,-43,-45,-51,-57,-49,-54,-52,-34,-46,-44
0,0,33,647,0,0.9,-42,-52,-52,-45,-54,-57,-52,-54,-54,-34,-51,-40
0,0,39,724,0,0.9,-42,-51,-54,-45,-55,-57,-49,-53,-54,-34,-43,-46
0,0,45,841,0,0.9,-42,-51,-53,-46,-55,-57,-49,-52,-52,-34,-43,-46
0,0,48,895,0,0.9,-45,-43,-51,-45,-52,-57,-50,-51,-52,-34,-49,-45
0,0,29,615,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,32,642,0,0.9,-42,-43,-56,-40,-43,-51,-48,-48,-49,-36,-51,-42
0,0,35,693,0,0.9,-49,-54,-54,-51,-53,-51,-53,-53,-54,-35,-52,-42
0,0,41,791,0,0.9,-45,-54,-54,-50,-53,-55,-51,-53,-53,-35,-51,-41
0,0,47,920,0,0.9,-45,-50,-54,-45,-53,-55,-49,-46,-52,-34,-51,-45
0,0,54,15,0,0.9,-45,-52,-54,-45,-45,-52,-49,-46,-52,-34,-51,-44
0,0,0,106,0,0.9,-46,-49,-51,-46,-54,-58,-51,-49,-51,-34,-46,-44
0,0,3,169,0,0.9,-43,-51,-52,-45,-57,-58,-43,-54,-51,-32,-46,-43
0,0,9,286,0,0.9,-46,-52,-52,-45,-57,-59,-49,-54,-55,-35,-50,-45
0,0,15,406,0,0.9,-43,-50,-43,-44,-57,-56,-51,-54,-52,-34,-44,-45
0,0,18,438,0,0.9,-45,-51,-43,-43,-54,-56,-49,-56,-53,-33,-50,-44
0,0,24,511,0,0.9,-42,-51,-43,-45,-52,-57,-50,-56,-52,-34,-50,-42
0,0,30,605,0,0.9,-44,-49,-43,-45,-51,-57,-49,-54,-52,-34,-46,-44
0,0,33,647,0,0.9,-42,-52,-52,-45,-54,-57,-52,-54,-54,-34,-51,-40
0,0,39,724,0,0.9,-42,-51,-54,-45,-55,-57,-49,-53,-54,-34,-43,-46
0,0,45,841,0,0.9,-42,-51,-53,-46,-55,-57,-49,-52,-52,-34,-43,-46
0,0,48,895,0,0.9,-45,-43,-51,-45,-52,-57,-50,-51,-52,-34,-49,-45
