1.2,1.2
5.1,1.2
9,1.2
1.2,5.1
5.1,5.1
9,5.1
5.1,9
9,9
5.7,0.6
2.4,4.5
7.2,4.5
1.2,6.6
3.6,6.6
1.8,7.5
7.2,7.5
2.1,9.9
